package_name,version,epoch,repository,languages,Programming language
dotnet-8,8.0.8,0,https://github.com/dotnet/dotnet,"{'C#': 1064791734, 'C++': 80082220, 'Visual Basic .NET': 80031538, 'C': 45396688, 'F#': 41182102, 'PowerShell': 6576583, 'Shell': 4592218, 'Rich Text Format': 3584745, 'HTML': 2609943, 'TypeScript': 2290999, 'Python': 1601725, 'Assembly': 1482040, 'CMake': 1474619, 'Roff': 887845, 'XSLT': 643857, 'Java': 576489, 'XML': 501379, 'CSS': 420302, 'Batchfile': 384581, 'JavaScript': 320493, 'Perl': 319737, '1C Enterprise': 267265, 'Smalltalk': 234044, 'Swift': 216917, 'Yacc': 155887, 'OpenEdge ABL': 137573, 'Smarty': 132819, 'TSQL': 130808, 'Starlark': 128195, 'Objective-C': 109221, 'Pawn': 65408, 'Bicep': 58591, 'HLSL': 42816, 'OCaml': 42330, 'Harbour': 41755, 'Makefile': 36873, 'Dockerfile': 25644, 'GLSL': 17150, 'ASP.NET': 16391, 'CWeb': 12172, 'Vim Snippet': 6353, 'Lua': 4904, 'Jupyter Notebook': 4665, 'BitBake': 4344, 'Forth': 3101, 'SCSS': 2983, 'DTrace': 2861, 'ReScript': 2804, 'PHP': 2563, 'Raku': 1194, 'Awk': 888, 'Objective-C++': 733, 'Go': 483, 'Haml': 362, 'RenderScript': 95, 'Ruby': 76, 'Less': 12, 'Scilab': 8}",Python
dotty,3.5.1,0,https://github.com/lampepfl/dotty,"{'Scala': 30781343, 'Java': 285582, 'JavaScript': 169963, 'CSS': 149352, 'Shell': 29782, 'PowerShell': 2952, 'HTML': 2363, 'Batchfile': 1557}",JavaScript
double-conversion,3.3.0,1,https://github.com/google/double-conversion,"{'C++': 19429574, 'CMake': 5661, 'Starlark': 2513, 'Python': 2310, 'C': 1804, 'Batchfile': 230, 'Makefile': 58}",Python
druid,30.0.1,1,https://github.com/apache/druid.git,"{'Java': 58354236, 'ReScript': 10295736, 'TypeScript': 2799025, 'E': 1174053, 'TeX': 399468, 'Euphoria': 334911, 'SCSS': 231851, 'HiveQL': 160713, 'Shell': 140760, 'Python': 115991, 'Eiffel': 99653, 'JavaScript': 55455, 'R': 17002, 'q': 15345, 'Dockerfile': 13350, 'FreeMarker': 9693, 'ANTLR': 5547, 'CSS': 4746, 'Roff': 3617, 'HTML': 2540, 'MDX': 2145, 'Thrift': 1003, 'Makefile': 659, 'PostScript': 5}",Python
dstat,0.7.4,1,https://github.com/dagwieers/dstat,"{'Python': 273843, 'Makefile': 1869}",Python
dumb-init,1.2.5,3,https://github.com/Yelp/dumb-init,"{'Python': 32360, 'C': 11313, 'Makefile': 2201, 'Shell': 2058, 'Dockerfile': 830}",Python
e2fsprogs,1.47.1,0,https://github.com/tytso/e2fsprogs,"{'C': 4676141, 'Roff': 772053, 'Shell': 454172, 'Makefile': 244165, 'TeX': 231168, 'M4': 58232, 'Perl': 14967, 'Awk': 13617, 'sed': 8010, 'C++': 7913, 'Python': 627, 'Scilab': 554}",Python
efs-utils,2.1.0,0,https://github.com/aws/efs-utils,"{'Python': 629550, 'Rust': 157663, 'Shell': 2659, 'Makefile': 1824, 'RPC': 1145}",Python
eksctl,0.191.0,0,https://github.com/weaveworks/eksctl,"{'Go': 3690805, 'HTML': 26614, 'Shell': 17458, 'JavaScript': 9019, 'Makefile': 8196, 'Dockerfile': 2616, 'CSS': 2158}",JavaScript
emacs,30.0.91,0,https://github.com/emacs-mirror/emacs,"{'Emacs Lisp': 70376625, 'Roff': 28569692, 'C': 20897197, 'Common Lisp': 4489815, 'M4': 961554, 'Objective-C': 720535, 'C++': 592636, 'TeX': 546935, 'Makefile': 496815, 'Java': 409887, 'Shell': 286827, 'PostScript': 155594, 'Mathematica': 138829, 'HTML': 102120, 'Ruby': 99031, 'Python': 98583, 'Mercury': 80392, 'Perl': 77559, 'Pascal': 75359, 'Prolog': 72589, 'MATLAB': 70571, 'JavaScript': 66050, 'Raku': 60130, 'Smalltalk': 54406, 'NewLisp': 54116, 'SystemVerilog': 51348, 'Slash': 49281, 'SRecode Template': 49014, 'GDB': 43206, 'Yacc': 40928, 'Awk': 40143, 'Ada': 39126, 'Assembly': 33903, 'PHP': 33630, 'Batchfile': 18570, 'Lua': 14918, 'Fortran': 12354, 'Erlang': 11862, 'SmPL': 8133, 'NSIS': 2152, 'SCSS': 2016, 'CSS': 1857, 'Forth': 1388, 'Rust': 1002, 'Modula-2': 890, 'Tcl': 876, 'Less': 718, 'Go': 677, 'Scheme': 659, 'Hack': 210}",Ruby
emissary,3.9.1,0,https://github.com/emissary-ingress/emissary,"{'Python': 1927289, 'Go': 1494091, 'Makefile': 128717, 'Shell': 88486, 'HTML': 26989, 'Dockerfile': 17535, 'Mustache': 3855, 'Awk': 2816}",Python
enchant2,2.8.2,0,https://github.com/AbiWord/enchant,"{'Vala': 327110, 'C++': 240034, 'Shell': 157979, 'JavaScript': 68315, 'SWIG': 63068, 'C': 41755, 'CSS': 37966, 'M4': 33828, 'HTML': 20692, 'Makefile': 16551, 'Objective-C++': 11704, 'Roff': 3169, 'Emacs Lisp': 38}",JavaScript
envoy-1.31,1.31.2,0,https://github.com/envoyproxy/envoy,"{'C++': 47147906, 'Starlark': 3068595, 'Java': 1313426, 'Python': 601150, 'Assembly': 327095, 'Kotlin': 309527, 'Swift': 264137, 'Shell': 244178, 'Go': 178117, 'JavaScript': 66339, 'Objective-C++': 55069, 'Objective-C': 48851, 'Jinja': 46576, 'C': 45948, 'Rust': 40578, 'Smarty': 3528, 'CSS': 2927, 'HTML': 1522, 'Emacs Lisp': 966, 'Dockerfile': 960, 'Thrift': 748, 'PureBasic': 472, 'Batchfile': 439, 'Makefile': 303}",Python
erlang-26,26.2.5.3,0,https://github.com/erlang/otp.git,"{'Erlang': 82933352, 'C': 18577814, 'C++': 8867752, 'Makefile': 912709, 'Shell': 630393, 'Java': 529945, 'Emacs Lisp': 478016, 'HTML': 390920, 'M4': 369341, 'DTrace': 225425, 'Assembly': 208357, 'Perl': 205120, 'Python': 156418, 'Elixir': 35913, 'SmPL': 24375, 'XSLT': 18985, 'NSIS': 17153, 'CSS': 7888, 'sed': 7660, 'TLA': 7516, 'Raku': 6615, 'Batchfile': 4841, 'Objective-C': 2485, 'Roff': 1954, 'DIGITAL Command Language': 21}",Python
esbuild,0.24.0,0,https://github.com/evanw/esbuild,"{'Go': 4890389, 'JavaScript': 1101067, 'TypeScript': 398889, 'Makefile': 56977, 'HTML': 45029, 'CSS': 3114, 'Shell': 1249}",JavaScript
eslint,9.12.0,0,https://github.com/eslint/eslint,"{'JavaScript': 13323157, 'TypeScript': 52902, 'EJS': 4852, 'HTML': 898, 'Shell': 457}",JavaScript
external-dns,0.15.0,0,https://github.com/kubernetes-sigs/external-dns,"{'Go': 2632993, 'Makefile': 5114, 'Python': 4833, 'Smarty': 2630, 'Shell': 2452}",Python
external-secrets-operator,0.10.4,0,https://github.com/external-secrets/external-secrets,"{'Go': 3054719, 'HCL': 28331, 'Makefile': 19872, 'Shell': 13133, 'Smarty': 10241, 'Dockerfile': 3759, 'Python': 3302, 'HTML': 378}",Python
falco-libs,0.18.1,0,https://github.com/falcosecurity/libs,"{'C': 13913212, 'C++': 4669573, 'CMake': 175113, 'Python': 62377, 'PureBasic': 61886, 'Shell': 25744, 'Dockerfile': 16982, 'Makefile': 8919, 'Go': 4412, 'HTML': 2777}",Python
falco-rules,3.2.0,0,https://github.com/falcosecurity/rules,"{'Go': 69138, 'Python': 27012, 'Shell': 1306}",Python
ferretdb,1.24.0,1,https://github.com/FerretDB/FerretDB,"{'Go': 2754754, 'MDX': 11916, 'JavaScript': 11794, 'Dockerfile': 11650, 'Smarty': 5346, 'CSS': 1180, 'Makefile': 430, 'Shell': 167}",JavaScript
filebeat,8.15.2,0,https://github.com/elastic/beats,"{'Go': 17993942, 'Python': 942425, 'JavaScript': 159375, 'Shell': 83121, 'HTML': 50094, 'Dockerfile': 46664, 'Makefile': 39084, 'Jinja': 38237, 'HCL': 26985, 'Ragel': 25299, 'Thrift': 16458, 'Roff': 12864, 'Starlark': 7384, 'XSLT': 6242, 'Batchfile': 5718, 'TypeScript': 3643, 'PowerShell': 3004, 'Java': 2215, 'Smarty': 512}",Python
file,5.45,3,https://github.com/file/file.git,"{'C': 571238, 'Makefile': 18052, 'Python': 15517, 'M4': 13985, 'Shell': 3261, 'Dockerfile': 870}",Python
fio,3.38,0,https://github.com/axboe/fio,"{'C': 2537059, 'Python': 387675, 'Roff': 212642, 'Shell': 113198, 'Makefile': 21052, 'Yacc': 6331, 'Lex': 4663, 'C++': 4296, 'Batchfile': 1829}",Python
fish,3.7.1,1,https://github.com/fish-shell/fish-shell,"{'Rust': 3226829, 'Shell': 904577, 'Python': 258230, 'CMake': 65820, 'JavaScript': 24362, 'HTML': 23764, 'CSS': 13768, 'C': 11873, 'Dockerfile': 11074, 'Objective-C': 3586, 'Makefile': 3337, 'Roff': 355}",Python
flatbuffers,24.3.25,1,https://github.com/google/flatbuffers,"{'C++': 3978862, 'Rust': 1062705, 'Python': 718341, 'Swift': 655113, 'Java': 622914, 'C#': 595507, 'JavaScript': 563679, 'Kotlin': 450038, 'Dart': 413224, 'TypeScript': 363551, 'PHP': 189050, 'Go': 148114, 'Nim': 98057, 'Lua': 97503, 'CMake': 64821, 'Starlark': 53887, 'Shell': 27868, 'Batchfile': 2105, 'C': 1364, 'Ruby': 1000, 'Roff': 648, 'Makefile': 481}",Python
flink-1.20,1.20.0,0,https://github.com/apache/flink,"{'Java': 96666823, 'Scala': 9643016, 'Python': 3081924, 'Shell': 542812, 'TypeScript': 418408, 'HiveQL': 405488, 'HTML': 211849, 'GAP': 139876, 'Cython': 137989, 'Less': 87766, 'FreeMarker': 86824, 'ANTLR': 20596, 'q': 9245, 'JavaScript': 7038, 'Dockerfile': 6775, 'Makefile': 5134, 'Batchfile': 1863, 'C': 847}",Python
fluent-bit-3.1,3.1.9,0,https://github.com/fluent/fluent-bit,"{'C': 53961013, 'C++': 5253689, 'Shell': 1683325, 'CMake': 1034812, 'Python': 914686, 'Makefile': 867287, 'Lua': 490819, 'M4': 389374, 'Roff': 376470, 'HTML': 269651, 'Go': 216383, 'Perl': 182667, 'TypeScript': 115817, 'Ruby': 77997, 'JavaScript': 54873, 'Dockerfile': 52318, 'Batchfile': 41738, 'Assembly': 37634, 'CSS': 33321, 'WebAssembly': 30906, 'Yacc': 24607, 'Lex': 13467, 'Java': 13004, 'PowerShell': 4255, 'BitBake': 3367, 'Rust': 2600, 'jq': 1065, 'Awk': 787, 'Meson': 772, 'sed': 588, 'XSLT': 415, 'Emacs Lisp': 305, 'GDB': 199}",Python
fluent-bit-plugin-loki,3.2.0,0,https://github.com/grafana/loki,"{'Go': 12928745, 'Jsonnet': 274532, 'Smarty': 77012, 'Makefile': 70746, 'Ruby': 60202, 'Shell': 48252, 'HCL': 39088, 'Yacc': 31612, 'Dockerfile': 19331, 'Python': 13107, 'HTML': 11843, 'Nix': 9006, 'JavaScript': 6635, 'SCSS': 1466, 'CSS': 1304, 'Ragel': 1067, 'Open Policy Agent': 546}",Ruby
fluent-plugin-cloudwatch-logs,0.14.3,3,https://github.com/fluent-plugins-nursery/fluent-plugin-cloudwatch-logs.git,{'Ruby': 113948},Ruby
fluent-plugin-concat,2.5.0,0,https://github.com/fluent-plugins-nursery/fluent-plugin-concat,{'Ruby': 60818},Ruby
fluent-plugin-detect-exceptions,0.0.15,2,https://github.com/GoogleCloudPlatform/fluent-plugin-detect-exceptions,{'Ruby': 77016},Ruby
fluent-plugin-elasticsearch,5.4.3,2,https://github.com/uken/fluent-plugin-elasticsearch.git,{'Ruby': 532699},Ruby
fluent-plugin-grok-parser,2.6.2,0,https://github.com/fluent/fluent-plugin-grok-parser,{'Ruby': 34748},Ruby
fluent-plugin-kubernetes_metadata_filter,3.5.0,4,https://github.com/fabric8io/fluent-plugin-kubernetes_metadata_filter.git,{'Ruby': 115145},Ruby
fluent-plugin-multi-format-parser,1.1.0,0,https://github.com/repeatedly/fluent-plugin-multi-format-parser,{'Ruby': 3950},Ruby
fluent-plugin-out-http,1.3.4,4,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http.git,{'Ruby': 37711},Ruby
fluent-plugin-prometheus,2.2.0,0,https://github.com/fluent/fluent-plugin-prometheus,{'Ruby': 87236},Ruby
fluent-plugin-record-modifier,2.2.0,3,https://github.com/repeatedly/fluent-plugin-record-modifier,{'Ruby': 24889},Ruby
fluent-plugin-rewrite-tag-filter,2.4.0,3,https://github.com/fluent/fluent-plugin-rewrite-tag-filter,{'Ruby': 24489},Ruby
fluent-plugin-s3,1.7.2,3,https://github.com/fluent/fluent-plugin-s3,{'Ruby': 109050},Ruby
fluent-plugin-splunk-hec,1.3.3,11,https://github.com/splunk/fluent-plugin-splunk-hec,"{'Ruby': 60685, 'Dockerfile': 1820, 'Shell': 1760, 'Makefile': 906}",Ruby
fluent-plugin-systemd,1.1.0,1,https://github.com/fluent-plugins-nursery/fluent-plugin-systemd,{'Ruby': 31195},Ruby
fluent-plugin-tag-normaliser,0_git20241006,0,https://github.com/kube-logging/fluent-plugin-tag-normaliser,{'Ruby': 7390},Ruby
flux-helm-controller,1.1.0,0,https://github.com/fluxcd/helm-controller,"{'Go': 1091058, 'Makefile': 7064, 'Smarty': 4944, 'Shell': 1898, 'Dockerfile': 844, 'Ruby': 451}",Ruby
flux-image-automation-controller,0.39.0,0,https://github.com/fluxcd/image-automation-controller,"{'Go': 289381, 'Makefile': 8914, 'Smarty': 4963, 'Shell': 4138, 'Dockerfile': 1762, 'Ruby': 535}",Ruby
flux-image-reflector-controller,0.33.0,0,https://github.com/fluxcd/image-reflector-controller,"{'Go': 257992, 'Makefile': 7003, 'Smarty': 4955, 'HCL': 3526, 'Shell': 3026, 'Dockerfile': 810, 'Ruby': 462}",Ruby
flux-kustomize-controller,1.4.0,0,https://github.com/fluxcd/kustomize-controller,"{'Go': 391233, 'Makefile': 8073, 'Smarty': 4949, 'Shell': 3025, 'Dockerfile': 862, 'Ruby': 456}",Ruby
flux-notification-controller,1.4.0,0,https://github.com/fluxcd/notification-controller,"{'Go': 463313, 'Makefile': 6830, 'Smarty': 4952, 'Shell': 1901, 'Dockerfile': 800, 'Ruby': 459}",Ruby
flux-source-controller,1.4.1,0,https://github.com/fluxcd/source-controller,"{'Go': 1575349, 'Shell': 10378, 'Makefile': 7834, 'Smarty': 4946, 'Dockerfile': 1750, 'Ruby': 453}",Ruby
flyte,1.13.2,0,https://github.com/flyteorg/flyte,"{'Go': 8834209, 'Python': 94910, 'Shell': 77296, 'Makefile': 24314, 'Mustache': 12098, 'Smarty': 10317, 'Dockerfile': 4642, 'Batchfile': 1634, 'HTML': 1582, 'Rust': 600, 'CSS': 378}",Python
fmt,11.0.2,1,https://github.com/fmtlib/fmt,"{'C++': 2475433, 'Python': 48317, 'CMake': 44639, 'Shell': 2113, 'Cuda': 905, 'Starlark': 643, 'Makefile': 299, 'C': 187}",Python
font-abyssinica,2.201,0,https://github.com/silnrsi/font-abyssinica,"{'XSLT': 14590, 'TeX': 12717, 'Shell': 11895, 'HTML': 2802, 'CSS': 1471, 'Python': 1426}",Python
font-amiri,1,0,https://github.com/aliftype/amiri,"{'Python': 24141, 'Makefile': 3141}",Python
fontforge,20230101,1,https://github.com/fontforge/fontforge,"{'C': 23120636, 'Python': 324926, 'CMake': 283491, 'Roff': 19490, 'C++': 10276, 'Objective-C': 8166, 'Shell': 4505, 'Makefile': 605, 'Emacs Lisp': 339}",Python
font-noto-cjk,0.0_git20220127,0,https://github.com/notofonts/noto-cjk,"{'Python': 11914, 'Shell': 10364}",Python
font-noto-emoji,2.047,0,https://github.com/googlefonts/noto-emoji,"{'Python': 181518, 'C': 12154, 'Makefile': 8559, 'Shell': 2506}",Python
font-padauk,5.001,0,https://github.com/silnrsi/font-padauk,"{'Python': 16838, 'XSLT': 14543, 'HTML': 7610, 'Perl': 6074, 'Shell': 5493, 'CSS': 3163}",Python
font-tlwg,0.7.3,0,https://github.com/tlwg/fonts-tlwg,"{'TeX': 80792, 'Makefile': 18219, 'Shell': 12177, 'M4': 8029, 'Python': 686}",Python
freerdp-3,3.5.1,3,https://github.com/FreeRDP/FreeRDP,"{'C': 17092325, 'C++': 678493, 'CMake': 612192, 'Objective-C': 540400, 'Java': 373717, 'HTML': 99139, 'Shell': 50531, 'Python': 45566, 'Lua': 27390, 'Roff': 26339, 'Perl': 8044, 'C#': 5756, 'CSS': 5696, 'Makefile': 2342, 'Rich Text Format': 937}",Python
freerdp,2.11.7,2,https://github.com/FreeRDP/FreeRDP,"{'C': 17092325, 'C++': 678493, 'CMake': 612192, 'Objective-C': 540400, 'Java': 373717, 'HTML': 99139, 'Shell': 50531, 'Python': 45566, 'Lua': 27390, 'Roff': 26339, 'Perl': 8044, 'C#': 5756, 'CSS': 5696, 'Makefile': 2342, 'Rich Text Format': 937}",Python
freetds,1.4.23,0,https://github.com/FreeTDS/freetds,"{'C': 3672485, 'M4': 83015, 'Shell': 64240, 'TSQL': 41175, 'CMake': 33723, 'Perl': 33018, 'Makefile': 27296, 'DIGITAL Command Language': 12655, 'PHP': 8869, 'Roff': 6513, 'Batchfile': 4220, 'NSIS': 2665, 'PowerShell': 1362, 'Python': 801}",Python
frp,0.60.0,1,https://github.com/fatedier/frp,"{'Go': 914696, 'Vue': 29324, 'TypeScript': 14205, 'Shell': 4575, 'Makefile': 1690, 'JavaScript': 1181, 'HTML': 1062, 'CSS': 523}",JavaScript
fulcio,1.6.4,1,https://github.com/sigstore/fulcio,"{'Go': 609150, 'Makefile': 9653, 'Shell': 5564, 'Python': 2733, 'Dockerfile': 1554}",Python
fuse2,2.9.9,0,https://github.com/libfuse/libfuse.git,"{'C': 802339, 'C++': 86788, 'Python': 44075, 'Meson': 15535, 'Shell': 11947, 'Emacs Lisp': 1794}",Python
fuse3,3.16.2,3,https://github.com/libfuse/libfuse.git,"{'C': 802339, 'C++': 86788, 'Python': 44075, 'Meson': 15535, 'Shell': 11947, 'Emacs Lisp': 1794}",Python
fuse-overlayfs,1.14,0,https://github.com/containers/fuse-overlayfs,"{'C': 260122, 'M4': 85796, 'Makefile': 8925, 'Shell': 8905, 'Roff': 3225, 'Python': 1309}",Python
fzf,0.55.0,1,https://github.com/junegunn/fzf,"{'Go': 578374, 'Ruby': 133624, 'Shell': 70099, 'Vim Script': 32572, 'Makefile': 5369, 'PowerShell': 1882, 'Dockerfile': 486}",Ruby
gatekeeper-3.17,3.17.1,2,https://github.com/open-policy-agent/gatekeeper,"{'Go': 1949128, 'Shell': 55913, 'Makefile': 22343, 'JavaScript': 11854, 'Smarty': 11730, 'Open Policy Agent': 9016, 'Dockerfile': 5329, 'CSS': 4796, 'Python': 3915}",JavaScript
gcsfuse,1.4.2,11,https://github.com/GoogleCloudPlatform/gcsfuse,"{'Go': 2269541, 'Python': 428196, 'Shell': 183077, 'Dockerfile': 13082, 'Smarty': 1739, 'Makefile': 1211, 'Ruby': 616}",Python
gd,2.3.3,8,https://github.com/libgd/libgd.git,"{'C': 1645855, 'CMake': 81276, 'C++': 66227, 'M4': 46520, 'HTML': 42081, 'Shell': 37342, 'Makefile': 9983, 'Perl': 3997, 'Batchfile': 2234, 'Tcl': 1381, 'Python': 1206}",Python
gflags,2.2.2,2,https://github.com/gflags/gflags/,"{'C++': 212729, 'CMake': 63970, 'C': 7115, 'Starlark': 5529, 'Shell': 5126, 'Python': 1489, 'Roff': 55}",Python
ggshield,1.32.1,0,https://github.com/GitGuardian/ggshield,"{'Python': 1358143, 'Shell': 21289, 'Dockerfile': 1448, 'Makefile': 1185}",Python
gitaly-17.4,17.4.1,0,https://gitlab.com/gitlab-org/gitaly.git,{'Ruby': 12074},Ruby
gitea,1.22.2,1,https://github.com/go-gitea/gitea,"{'Go': 11951558, 'Handlebars': 1270961, 'Roff': 851224, 'TypeScript': 436683, 'CSS': 348868, 'Vue': 125344, 'Shell': 45697, 'Makefile': 42117, 'JavaScript': 30900, 'Jsonnet': 15441, 'Less': 4789, 'Dockerfile': 4526, 'Nix': 756}",JavaScript
gitlab-runner-17.4,17.4.0,0,https://gitlab.com/gitlab-org/gitlab-runner,{'Ruby': 2717},Ruby
gitleaks,8.20.0,0,https://github.com/gitleaks/gitleaks,"{'Go': 419841, 'Python': 769, 'Makefile': 530, 'Dockerfile': 459}",Python
git-lfs,3.5.1,8,https://github.com/git-lfs/git-lfs,"{'Go': 1419136, 'Shell': 802708, 'Makefile': 29442, 'Ruby': 13690, 'Inno Setup': 9061, 'Batchfile': 107}",Ruby
gitness,3.0.0,0,https://github.com/harness/gitness/,"{'Go': 5562295, 'TypeScript': 3438537, 'SCSS': 411742, 'JavaScript': 108803, 'Shell': 40628, 'PLpgSQL': 21309, 'Makefile': 5348, 'HTML': 4983, 'Dockerfile': 3066, 'Smarty': 1781}",JavaScript
glab,1.47.0,0,https://gitlab.com/gitlab-org/cli,{'Ruby': 2878},Ruby
glslang,1.3.261.1,3,https://github.com/KhronosGroup/glslang,"{'C++': 5787648, 'GLSL': 1230796, 'JavaScript': 217484, 'Yacc': 176495, 'C': 105050, 'Shell': 52571, 'CMake': 50927, 'Python': 19340, 'Makefile': 9408, 'HLSL': 2178}",JavaScript
go-1.22,1.22.8,0,https://github.com/golang/go,"{'Go': 45056336, 'Assembly': 3096009, 'HTML': 2621355, 'C': 122200, 'Shell': 64552, 'Perl': 32036, 'JavaScript': 20704, 'Python': 15861, 'Batchfile': 9485, 'Dockerfile': 3563, 'Awk': 450, 'Makefile': 424}",JavaScript
go-1.23,1.23.2,0,https://github.com/golang/go,"{'Go': 45056336, 'Assembly': 3096009, 'HTML': 2621355, 'C': 122200, 'Shell': 64552, 'Perl': 32036, 'JavaScript': 20704, 'Python': 15861, 'Batchfile': 9485, 'Dockerfile': 3563, 'Awk': 450, 'Makefile': 424}",JavaScript
goreleaser,2.3.2,0,https://github.com/goreleaser/goreleaser,"{'Go': 1643515, 'HTML': 7655, 'Nix': 4783, 'Shell': 4592, 'Ruby': 4379, 'Python': 2059, 'Dockerfile': 776}",Ruby
gperftools,2.16,0,https://github.com/gperftools/gperftools.git,"{'C++': 1627340, 'Perl': 177729, 'M4': 66551, 'C': 46596, 'Makefile': 39936, 'CMake': 35209, 'Shell': 14422, 'Ruby': 6636, 'Assembly': 3734}",Ruby
gpu-feature-discovery,0.8.2,6,https://github.com/NVIDIA/gpu-feature-discovery,"{'Go': 159723, 'Makefile': 9779, 'Python': 5862, 'Mustache': 2262, 'Shell': 1258, 'HCL': 70}",Python
gradle-8,8.10.2,0,https://github.com/gradle/gradle,"{'Groovy': 34876268, 'Java': 32355876, 'Kotlin': 4993537, 'C++': 888505, 'JavaScript': 76180, 'HTML': 15779, 'CSS': 13668, 'Shell': 12300, 'XSLT': 7121, 'C': 5785, 'Scala': 2817, 'Gherkin': 192, 'Python': 58, 'Brainfuck': 54}",JavaScript
grafana-11.2,11.2.1,1,https://github.com/grafana/grafana,"{'TypeScript': 28158692, 'Go': 19647516, 'Rich Text Format': 352348, 'HTML': 306440, 'CUE': 157466, 'JavaScript': 157059, 'Shell': 151255, 'MDX': 144081, 'Starlark': 143718, 'SCSS': 111878, 'Jsonnet': 39563, 'Makefile': 24428, 'Python': 23487, 'Dockerfile': 21020, 'Jinja': 11630, 'HCL': 5599, 'CSS': 3116, 'Mustache': 2239, 'Smarty': 2116, 'PowerShell': 367, 'Assembly': 168}",JavaScript
grafana-mimir,2.13.0,3,https://github.com/grafana/mimir,"{'Go': 11968599, 'Jsonnet': 843162, 'Shell': 85470, 'Makefile': 41469, 'JavaScript': 29107, 'Mustache': 24714, 'Open Policy Agent': 21897, 'Smarty': 15927, 'Dockerfile': 11878, 'CSS': 683}",JavaScript
graphite2,1.3.14,3,https://github.com/silnrsi/graphite,"{'C++': 639592, 'C#': 89605, 'Python': 73077, 'C': 60284, 'CMake': 40171, 'Perl': 15486, 'XS': 6003, 'Makefile': 5177, 'SCSS': 3426, 'Shell': 3325, 'Ruby': 287, 'HTML': 148}",Python
grpc,1.65.5,1,https://github.com/grpc/grpc,"{'C++': 21955337, 'Python': 3927996, 'C': 1310878, 'Starlark': 1243012, 'Shell': 786524, 'Ruby': 662599, 'Objective-C': 540237, 'PHP': 494224, 'Cython': 299205, 'Objective-C++': 267584, 'Dockerfile': 216591, 'C#': 155656, 'Batchfile': 50646, 'Go': 34794, 'CMake': 33349, 'Swift': 18917, 'XSLT': 9855, 'PowerShell': 6451, 'Java': 6259, 'JavaScript': 5803, 'Awk': 5444, 'Mako': 4487, 'CSS': 1519, 'HTML': 14}",Python
grype,0.81.0,0,https://github.com/anchore/grype,"{'Go': 1414342, 'Shell': 46621, 'Makefile': 11532, 'Python': 4671, 'Dockerfile': 3140, 'Ruby': 1687, 'JavaScript': 530, 'Java': 398, 'Roff': 276}",Python
gstreamer,1.24.8,0,https://github.com/GStreamer/gstreamer,"{'C': 91278742, 'C++': 11408445, 'C#': 5253378, 'Python': 1828783, 'Meson': 1069084, 'Objective-C': 727567, 'Rust': 285958, 'HLSL': 139052, 'Assembly': 118627, 'Java': 111787, 'Shell': 109079, 'Csound': 91954, 'QML': 64113, 'Yacc': 51677, 'JavaScript': 35033, 'Roff': 30696, 'GLSL': 26943, 'Scheme': 19281, 'Makefile': 17210, 'QMake': 11391, 'Objective-C++': 11287, 'Lex': 9733, 'HTML': 7063, 'Dockerfile': 5706, 'PowerShell': 5587, 'Gnuplot': 2445, 'CSS': 1975, 'Pawn': 1952, 'Batchfile': 1576, 'M4': 1194, 'CMake': 733}",Python
gtest,1.15.2,1,https://github.com/google/googletest,"{'C++': 3110718, 'Python': 235795, 'CMake': 35229, 'Starlark': 33314, 'C': 32314, 'Shell': 7422, 'Batchfile': 1774}",Python
harbor-2.11,2.11.1,1,https://github.com/goharbor/harbor,"{'Go': 5802913, 'TypeScript': 2178904, 'HTML': 879500, 'Python': 632173, 'RobotFramework': 584823, 'Jinja': 350125, 'SCSS': 120199, 'Shell': 73084, 'Makefile': 35442, 'Dockerfile': 12983, 'PLpgSQL': 11799, 'JavaScript': 7469, 'CSS': 2078, 'Smarty': 1931}",Python
hdf5,1.14.2,0,https://github.com/HDFGroup/hdf5,"{'C': 47284766, 'HTML': 3144600, 'Fortran': 2668477, 'Java': 2360715, 'CMake': 1890742, 'C++': 1452990, 'Shell': 1070159, 'M4': 271729, 'Makefile': 173021, 'LiveScript': 167309, 'Scilab': 138186, 'Perl': 133055, 'PLSQL': 126048, 'CSS': 69180, 'Yacc': 20706, 'Python': 12822, 'JavaScript': 7955, 'Lex': 5962, 'Roff': 3632, 'Dockerfile': 241}",Python
